57,43,0
29.3,15.6,55.1
89,0,11
0,77,23
0,13,87
67.2,18.88,13.91
80,20,0
73.12,13.75,13.13
12.53,14.13,73.34
0,47,53
21.95,57.93,20.13
29.3,15.6,55.1
49.46,17.35,33.19
58,0,42
21.39,14.96,63.65
29,0,71
