100,0,0
90,10,0
90,0,10
60,40,0
60,0,40
60,36,4
60,26,14
60,14,26
60,4,36
20,80,0
20,72,8
20,52,28
20,28,52
20,8,72
20,0,80
5,95,0
5,85.5,9.5
5,62,33
5,33,62
5,9.5,85.5
5,0,95
0,100,0
0,90,10
0,65,35
0,35,65
0,10,90
0,0,100
