0,0,100
0,11,89
20,0,80
13.8,12.9,73.3
18.133,13.717,68.151
43,0,57
34.377,16.283,49.341
16.786,32.941,50.273
0,42,58
15.191,55.148,29.66
0,71,29
57.56,20.242,22.199
14.544,63.817,21.639
13.932,73.383,12.685
100,0,0
77,23,0
47,53,0
13,87,0
0,100,0
